reporter_iso3,year,hs_cmd,imports_from_china_usd
THA,2019,85,2212754.296
THA,2019,85,44917885.994
THA,2019,85,2454.607
THA,2019,85,1613754.517
THA,2019,85,1233212.365
THA,2019,85,137627.078
THA,2019,85,3828235.05
THA,2019,84,23340242.167
THA,2019,84,70968558.036
THA,2019,84,182548113.725
THA,2019,84,445090.227
THA,2019,84,34639.687
THA,2019,84,845095240.319
THA,2019,84,6.915
THA,2019,84,440308.428
THA,2019,84,38950.461
THA,2019,84,812036.526
THA,2019,85,4.318
THA,2019,85,8807.253
THA,2019,85,49230894.51
